Index,Attribute
493,HospitalType
493,HospitalOwner
493,MeasureName
495,MeasureCode
496,Sample
497,HospitalType
499,ZipCode
502,CountyName
502,Sample
504,State
506,Condition
506,Score
507,MeasureName
511,HospitalType
513,CountyName
514,Score
516,PhoneNumber
517,City
521,EmergencyService
523,Sample
526,HospitalOwner
527,CountyName
532,HospitalName
532,HospitalType
532,MeasureName
532,Sample
536,EmergencyService
540,CountyName
541,MeasureName
544,ZipCode
545,MeasureName
546,Sample
548,PhoneNumber
551,CountyName
554,Sample
555,Condition
555,Stateavg
559,ProviderNumber
559,State
560,HospitalName
561,PhoneNumber
562,PhoneNumber
562,MeasureName
564,EmergencyService
564,Stateavg
567,Stateavg
572,State
572,PhoneNumber
572,HospitalOwner
578,City
578,CountyName
579,EmergencyService
580,MeasureCode
580,Sample
587,EmergencyService
588,HospitalType
588,Sample
590,City
590,CountyName
592,State
593,PhoneNumber
599,Condition
601,City
602,CountyName
608,ProviderNumber
608,Condition
612,MeasureName
622,Stateavg
627,ProviderNumber
628,EmergencyService
631,Condition
633,CountyName
634,HospitalType
639,ProviderNumber
639,MeasureCode
645,ProviderNumber
646,Stateavg
648,MeasureCode
650,MeasureName
651,MeasureName
652,Address1
653,EmergencyService
654,HospitalName
654,City
655,ProviderNumber
666,PhoneNumber
668,Sample
672,CountyName
672,MeasureName
673,MeasureCode
673,Sample
674,EmergencyService
676,MeasureCode
678,Stateavg
679,ZipCode
679,Condition
685,ZipCode
689,CountyName
690,City
691,MeasureCode
692,CountyName
694,MeasureCode
695,HospitalType
695,Condition
696,City
697,HospitalName
698,CountyName
698,Condition
698,Score
699,PhoneNumber
701,State
704,ProviderNumber
705,HospitalType
705,MeasureName
706,MeasureName
710,HospitalName
710,ZipCode
711,Score
712,Condition
713,PhoneNumber
713,MeasureName
716,Condition
718,MeasureCode
718,Score
721,ProviderNumber
721,Stateavg
722,CountyName
724,ProviderNumber
729,HospitalType
729,MeasureCode
730,HospitalName
730,CountyName
733,Condition
735,MeasureCode
736,Address1
736,City
744,HospitalOwner
749,MeasureCode
750,ZipCode
751,PhoneNumber
752,CountyName
755,ProviderNumber
756,City
758,HospitalName
760,Stateavg
763,PhoneNumber
764,State
764,Stateavg
765,HospitalName
767,Address1
769,Score
772,City
774,MeasureCode
776,Sample
777,HospitalName
779,HospitalType
780,ProviderNumber
780,Condition
782,HospitalType
784,HospitalOwner
785,CountyName
785,MeasureName
787,Stateavg
788,MeasureCode
789,ProviderNumber
791,State
793,ProviderNumber
796,Stateavg
797,EmergencyService
798,CountyName
802,MeasureName
809,EmergencyService
814,HospitalType
815,ZipCode
816,MeasureName
821,City
824,PhoneNumber
827,Stateavg
842,MeasureCode
842,Stateavg
845,Sample
846,HospitalOwner
848,HospitalType
849,Address1
851,Condition
855,City
855,PhoneNumber
857,Address1
859,ProviderNumber
860,Score
865,PhoneNumber
865,MeasureCode
866,EmergencyService
866,Sample
868,HospitalOwner
869,Condition
872,HospitalOwner
872,Sample
877,HospitalType
878,ProviderNumber
881,PhoneNumber
883,PhoneNumber
884,State
886,State
888,ProviderNumber
888,Score
889,EmergencyService
893,MeasureName
895,City
895,CountyName
902,HospitalType
902,MeasureName
903,HospitalName
905,Sample
915,Address1
915,MeasureName
916,PhoneNumber
917,CountyName
919,EmergencyService
920,Stateavg
921,HospitalName
921,EmergencyService
922,HospitalName
922,State
923,ZipCode
926,HospitalType
930,MeasureCode
933,ProviderNumber
934,Address1
935,Address1
938,HospitalName
943,CountyName
945,Address1
949,City
949,HospitalType
955,ProviderNumber
955,Condition
956,HospitalName
956,Address1
956,HospitalType
960,City
962,HospitalName
964,HospitalType
966,CountyName
968,City
972,Sample
974,Condition
976,HospitalType
985,City
986,Address1
987,HospitalName
997,MeasureName
